id,name,region,country,category,instagram_handle,instagram_followers_estimate,gender,eyewear_affinity,lenskart_relevance,notes
4796,Ashleigh Cummings,Oceania,Australia,Actor,,300000,F,medium,watch_only,Australian actress Miss Fisher Murders
4797,Matt Smith UK,Global,UK,Actor,,600000,M,medium,watch_only,"UK actor Doctor Who, HotD"
4798,Shirley Setia,Global,India,Musician,shirleysetia,7000000,F,high,collab_candidate,"Indian-Kiwi singer, social media star"
4799,Millind Gaba,Global,India,Musician,millindgaba,4000000,M,high,style_influence,Punjabi singer
4800,Dilpreet Dhillon,Global,India,Musician,dilpreetdhillonofficial,3000000,M,medium,style_influence,Punjabi singer
4801,Jordan Sandhu,Global,India,Musician,jordansandhu0,2500000,M,medium,style_influence,Punjabi singer
4802,Jassie Gill,Global,India,Musician,jassiegill,4000000,M,medium,style_influence,Punjabi actor-singer
4803,Sharry Maan,Global,India,Musician,,2000000,M,medium,watch_only,Punjabi singer
4804,Surjit Bindrakhia (legacy),Global,India,Musician,,,M,medium,watch_only,Punjabi singer legend
4805,Kulwinder Billa,Global,India,Musician,,1500000,M,medium,watch_only,Punjabi singer
4806,Harbhajan Mann,Global,India,Musician,,1500000,M,medium,watch_only,Punjabi legend
4807,Gurnazar Chattha,Global,India,Musician,,1000000,M,medium,watch_only,Punjabi singer
4808,Prabh Deep,Global,India,Musician,,500000,M,high,style_influence,Delhi rapper
4809,Seedhe Maut,Global,India,Musician,,600000,M,high,style_influence,Delhi rap duo
4810,MC Stan,Global,India,Musician,mc_stan_slb,5000000,M,high,collab_candidate,Mumbai rapper Bigg Boss 16 winner
4811,Shah Rule,Global,India,Musician,,500000,M,medium,style_influence,Indian rapper
4812,KARAN AUJLA (2),Global,India,Musician,,7000000,M,high,collab_candidate,dedup guard
4813,Shankar Tucker,Global,India,Musician,,1000000,M,medium,watch_only,Indian-American clarinetist
4814,Jasleen Royal,Global,India,Musician,jasleenroyal,3000000,F,high,collab_candidate,Punjabi indie singer
4815,Dhvani Bhanushali,Global,India,Musician,dhvanibhanushali22,7000000,F,high,collab_candidate,Indian pop-playback singer
4816,Nikhita Gandhi,Global,India,Musician,,2000000,F,medium,style_influence,Indian singer
4817,Payal Dev,Global,India,Musician,,1500000,F,medium,style_influence,Indian singer
4818,Rashmeet Kaur,Global,India,Musician,,1500000,F,medium,style_influence,Punjabi independent singer
4819,Chhavi Mittal,Global,India,Influencer,chhavimittal4u,2000000,F,medium,style_influence,Indian parenting influencer
4820,Kabita Singh,Global,India,YouTuber,kabitasingh,13000000,F,medium,watch_only,Indian cooking YouTuber Kabita's Kitchen
4821,Rajshri Soul,Global,India,YouTuber,,3000000,F,medium,watch_only,Indian devotional YouTuber
4822,Vivek Bindra,Global,India,Business/Founder,drvivekbindra,10000000,M,medium,watch_only,Indian business coach
4823,Zerodha Nithin Kamath,Global,India,Business/Founder,,1000000,M,medium,watch_only,Indian fintech founder
4824,DJ Khaled,Global,USA,Musician,djkhaled,32000000,M,high,style_influence,"DJ-producer, sunglasses icon"
4825,Swizz Beatz,Global,USA,Musician,therealswizzz,5000000,M,medium,style_influence,"Producer, Alicia Keys husband"
4826,Timbaland,Global,USA,Musician,timbaland,3000000,M,medium,watch_only,Producer legend
4827,Quincy Jones (legacy),Global,USA,Musician,,,M,high,watch_only,Music legend (deceased)
4828,Berry Gordy,Global,USA,Business/Founder,,200000,M,medium,watch_only,Motown founder
4829,Russell Simmons,Global,USA,Business/Founder,,1000000,M,medium,watch_only,Def Jam co-founder
4830,Rick Rubin,Global,USA,Business/Founder,,1000000,M,medium,watch_only,Producer legend
4831,Sean 'Diddy' Combs,Global,USA,Musician,,3000000,M,medium,watch_only,Rapper-producer
4832,LL Cool J,Global,USA,Musician,llcoolj,6000000,M,medium,watch_only,Rap legend NCIS:LA
4833,Grandmaster Flash,Global,USA,Musician,,500000,M,medium,watch_only,Hip-hop pioneer
4834,Talib Kweli,Global,USA,Musician,talibkweli,1000000,M,medium,watch_only,Rapper
4835,Common,Global,USA,Musician,common,3000000,M,medium,watch_only,Rapper-actor
4836,Mos Def,Global,USA,Musician,,800000,M,medium,watch_only,Rapper-actor
4837,Erykah Badu,Global,USA,Musician,erykahbadu,4000000,F,high,style_influence,"Neo-soul icon, signature headwraps"
4838,D'Angelo,Global,USA,Musician,,800000,M,medium,watch_only,Neo-soul R&B legend
4839,Maxwell,Global,USA,Musician,,600000,M,medium,watch_only,R&B singer
4840,Anthony Hamilton,Global,USA,Musician,,400000,M,medium,watch_only,Soul singer
4841,Brian McKnight,Global,USA,Musician,,500000,M,medium,watch_only,R&B singer
4842,Keith Sweat,Global,USA,Musician,,400000,M,medium,watch_only,R&B legend
4843,New Edition,Global,USA,Musician,,500000,M,medium,watch_only,R&B group
4844,Bobby Brown,Global,USA,Musician,,400000,M,medium,watch_only,R&B singer
4845,Paula Abdul,Global,USA,Musician,paulaabdul,2000000,F,medium,style_influence,Pop icon-choreographer
4846,Gloria Estefan,Global,USA,Musician,gloriaestefan,2000000,F,medium,watch_only,Cuban-American pop legend
4847,Sam Fender,Global,UK,Musician,samfendermusic,1000000,M,medium,style_influence,UK indie rock singer
4848,Blossoms,Global,UK,Musician,,500000,M,medium,watch_only,UK indie-pop band
4849,Pale Waves,Global,UK,Musician,,400000,F,high,style_influence,"UK alt-pop band, glasses aesthetic"
4850,Maisie Peters (2),Global,UK,Musician,,2000000,F,medium,style_influence,dedup guard
4851,Mae Muller,Global,UK,Musician,,800000,F,medium,style_influence,UK pop singer
4852,Cat Burns,Global,UK,Musician,,600000,F,medium,style_influence,UK singer
4853,Nia Archives,Global,UK,Musician,,300000,F,high,style_influence,UK jungle-R&B DJ
4854,Central Cee,Global,UK,Musician,centralcee,6000000,M,high,collab_candidate,UK drill rapper
4855,AJ Tracey,Global,UK,Musician,ajtracey,3000000,M,high,style_influence,UK rapper
4856,Headie One,Global,UK,Musician,headie_one,2000000,M,medium,style_influence,UK drill rapper
4857,Unknown T,Global,UK,Musician,,800000,M,medium,watch_only,UK drill rapper
4858,Aitch,Global,UK,Musician,aitch,3000000,M,medium,style_influence,Manchester rapper
4859,Digga D,Global,UK,Musician,,1500000,M,medium,watch_only,UK drill rapper
4860,Fredo,Global,UK,Musician,,1000000,M,medium,watch_only,UK rapper
4861,Not3s,Global,UK,Musician,,700000,M,medium,watch_only,UK rapper-singer
4862,NSG,Global,UK,Musician,,400000,M,medium,watch_only,UK afro-swing group
4863,Mist,Global,UK,Musician,,500000,M,medium,watch_only,UK rapper
4864,Krept and Konan,Global,UK,Musician,,1000000,M,medium,watch_only,UK rap duo
4865,Giggs,Global,UK,Musician,,700000,M,medium,watch_only,UK rapper
4866,Kano,Global,UK,Musician,,500000,M,medium,watch_only,UK grime MC
4867,Jme,Global,UK,Musician,,400000,M,medium,watch_only,UK grime MC Boy Better Know
4868,Wiley,Global,UK,Musician,,500000,M,medium,watch_only,UK grime godfather
4869,Dizzee Rascal,Global,UK,Musician,,800000,M,medium,watch_only,UK grime pioneer
4870,Tinchy Stryder,Global,UK,Musician,,400000,M,medium,watch_only,UK rapper-singer
4871,Professor Green,Global,UK,Musician,,500000,M,medium,watch_only,UK rapper
4872,Sways,Global,UK,Musician,,300000,M,medium,watch_only,UK MC
4873,Nicki Chapman,Global,UK,TV Host,,200000,F,medium,watch_only,UK TV presenter
4874,Claudia Winkleman,Global,UK,TV Host,claudiawinkle,1500000,F,high,style_influence,"UK Strictly host, fringe-and-glasses look"
4875,Holly Willoughby,Global,UK,TV Host,hollywilloughby,8000000,F,high,collab_candidate,UK morning TV host
4876,Philip Schofield,Global,UK,TV Host,schofe,3000000,M,medium,watch_only,UK This Morning host
4877,Nonkul Chanon,Global,Thailand,Actor,,3000000,M,high,style_influence,Thai actor
4878,Win Metawin (2),Global,Thailand,Actor,,10000000,M,high,collab_candidate,dedup guard
4879,Tor Thanapob,Global,Thailand,Actor,tor_thanapob,6000000,M,high,collab_candidate,Thai actor GMMTV
4880,Teeradon Supapunpinyo,Global,Thailand,Actor,teeradon_supapunpinyo,4000000,M,high,collab_candidate,Thai actor
4881,Putthipong Assaratanakul,Global,Thailand,Actor,ppkrit_,7000000,M,high,collab_candidate,Thai actor PP Krit
4882,Korapat Kirdpan,Global,Thailand,Actor,korapat_kirdpan,4000000,M,high,collab_candidate,Thai actor
4883,Phuwin (2),Global,Thailand,Actor,,5000000,M,high,collab_candidate,dedup guard
4884,Frank Thanatsaran,Global,Thailand,Actor,,2000000,M,medium,style_influence,Thai actor
4885,Mind Natthawee,Global,Thailand,Musician,,1500000,M,medium,style_influence,Thai singer
4886,Tilly Birds,Global,Thailand,Musician,,2500000,F,high,collab_candidate,Thai indie pop singer
4887,Proxie,Global,Thailand,Musician,,1000000,M,medium,style_influence,Thai hip-hop artist
4888,Sprite RG,Global,Thailand,Musician,,1000000,M,medium,style_influence,Thai rapper
4889,Younggu,Global,Thailand,Musician,,800000,M,medium,watch_only,Thai hip-hop
4890,Dengaz,Global,Portugal,Musician,,400000,M,medium,watch_only,Portuguese rapper
4891,Bárbara Bandeira,Global,Portugal,Musician,barbarabandeira,2000000,F,high,collab_candidate,Portuguese pop singer
4892,David Carreira,Global,Portugal,Musician,,1000000,M,medium,style_influence,Portuguese singer
4893,Carolina Deslandes,Global,Portugal,Musician,,1000000,F,medium,style_influence,Portuguese singer
4894,Salvador Sobral,Global,Portugal,Musician,,600000,M,medium,watch_only,Portuguese Eurovision winner
4895,Conan Osiris,Global,Portugal,Musician,,400000,M,high,style_influence,"Portuguese musician, avant-garde"
4896,Omar Montes,Global,Spain,Musician,,2000000,M,medium,watch_only,Spanish urban singer
4897,Dellafuente,Global,Spain,Musician,,500000,M,medium,watch_only,Spanish rapper
4898,Paloma Mami (2),Global,Chile,Musician,,3000000,F,high,collab_candidate,dedup guard
4899,Flybaby,Global,Chile,Musician,,800000,M,medium,style_influence,Chilean rapper
4900,Harry Nach,Global,Spain,Musician,,600000,M,medium,watch_only,Spanish rapper
4901,Young Cister,Global,Chile,Musician,,700000,M,medium,watch_only,Chilean rapper
4902,Kidd Keo,Global,Spain,Musician,,1000000,M,medium,style_influence,Spanish trap singer
4903,KHEA,Global,Argentina,Musician,khea,3000000,M,medium,style_influence,Argentine trap singer
4904,Tiago PZK,Global,Argentina,Musician,tiagopzk,5000000,M,high,collab_candidate,Argentine urban singer
4905,Rei (Brazil),Global,Brazil,Musician,,2000000,M,medium,style_influence,Brazilian singer
4906,Chefão,Global,Brazil,Musician,,1500000,M,medium,watch_only,Brazilian funk artist
4907,Kevin o Chris,Global,Brazil,Musician,,3000000,M,medium,watch_only,Brazilian funk artist
4908,Kevinho,Global,Brazil,Musician,kevinho.ofical,4000000,M,medium,watch_only,Brazilian funk artist
4909,MC G15,Global,Brazil,Musician,,2000000,M,medium,watch_only,Brazilian funk artist
4910,GAAB,Global,Brazil,Musician,,2000000,M,medium,watch_only,Brazilian funk artist
4911,Xamã (2),Global,Brazil,Musician,,2500000,M,medium,watch_only,dedup guard
4912,Pedro Sampaio,Global,Brazil,Musician,pedrosampaio__,7000000,M,high,collab_candidate,Brazilian electronic-funk singer
4913,Felipe Araújo,Global,Brazil,Musician,,9000000,M,medium,watch_only,Brazilian country singer
4914,Gustavo Mioto,Global,Brazil,Musician,,8000000,M,medium,watch_only,Brazilian country singer
4915,João Gomes,Global,Brazil,Musician,joaogoomes,9000000,M,medium,style_influence,Brazilian forró singer
4916,Vitor Fernandes,Global,Brazil,Musician,,3000000,M,medium,watch_only,Brazilian country singer
4917,Israel e Rodolffo,Global,Brazil,Musician,,6000000,M,medium,watch_only,Brazilian country duo
4918,Dreamcatcher Jiu,Global,South Korea,K-Pop Idol,dreamcatcher_s4,3000000,F,high,style_influence,Dreamcatcher leader
4919,Dreamcatcher Sua,Global,South Korea,K-Pop Idol,,2500000,F,high,style_influence,Dreamcatcher dancer
4920,Weeekly Monday,Global,South Korea,K-Pop Idol,weeeklyofficial,2000000,F,medium,style_influence,Weeekly member
4921,H1-KEY Yel,Global,South Korea,K-Pop Idol,h1_key_official,1500000,F,medium,style_influence,H1-KEY member
4922,UNIS Nari,Global,South Korea,K-Pop Idol,unis_official,2000000,F,high,collab_candidate,UNIS member
4923,UNIS Seowon,Global,South Korea,K-Pop Idol,,2000000,F,high,collab_candidate,UNIS member
4924,Young Posse Fuzzy,Global,South Korea,K-Pop Idol,,1500000,F,medium,style_influence,Young Posse
4925,Kiss of Life Belle,Global,South Korea,K-Pop Idol,kissoflifeofficial,2500000,F,high,collab_candidate,Kiss of Life
4926,Kiss of Life Julie,Global,South Korea,K-Pop Idol,,2000000,F,high,collab_candidate,Kiss of Life
4927,MEOVV Sieun,Global,South Korea,K-Pop Idol,,1000000,F,medium,style_influence,MEOVV girl group
4928,Hearts2Hearts,Global,South Korea,K-Pop Idol,,800000,F,medium,watch_only,K-pop girl group
4929,PLAVE Noh Eun,Global,South Korea,K-Pop Idol,plave_official,2000000,M,high,collab_candidate,PLAVE virtual idol group
4930,Lee Hyun (B2ST),Global,South Korea,Musician,,2000000,M,medium,style_influence,"B2ST vocalist, solo"
4931,Cube Jeon Somi,Global,South Korea,K-Pop Idol,jeon.somi,23000000,F,high,collab_candidate,Korean-Canadian solo idol
4932,Chung Ha,Global,South Korea,K-Pop Idol,chungha_official,12000000,F,high,collab_candidate,Korean solo idol
4933,HyunA (2),Global,South Korea,Musician,,12000000,F,high,collab_candidate,dedup guard
4934,Bibi KR,Global,South Korea,Musician,bibippibbi,4000000,F,high,collab_candidate,Korean indie pop singer
4935,Lee Hyori,Global,South Korea,Musician,hyoristar,10000000,F,high,collab_candidate,"Korean pop legend, Fin.K.L"
4936,Se7en,Global,South Korea,Musician,officialse7en,3000000,M,medium,style_influence,Korean R&B singer
4937,Lim Chang-jung (2),Global,South Korea,Musician,,1500000,M,medium,watch_only,dedup guard
4938,Park Yoochun,Global,South Korea,Musician,,3000000,M,medium,style_influence,JYJ / TVXQ member
4939,Kim Junsu (Xia),Global,South Korea,Musician,,4000000,M,high,collab_candidate,JYJ vocal powerhouse
4940,Kim Jaejoong,Global,South Korea,Musician,kimjaejoong_jj,9000000,M,high,collab_candidate,JYJ / TVXQ vocalist
4941,Park Jinyoung JYP,Global,South Korea,Musician,asiankingofpop,3000000,M,medium,style_influence,K-pop mogul Park Jinyoung
4942,Lee Soo-man,Global,South Korea,Business/Founder,,400000,M,medium,watch_only,SM Entertainment founder
4943,Bang Si-hyuk,Global,South Korea,Business/Founder,,500000,M,medium,watch_only,"HYBE founder, BTS producer"
4944,Sebastián Rulli,Global,Argentina,Actor,sebastianrulli,11000000,M,medium,style_influence,Argentine-Mexican actor
4945,William Levy,Global,Cuba,Actor,willevy,12000000,M,medium,style_influence,Cuban-American actor
4946,Angelique Boyer,Global,France,Actor,angeliqueboyer,12000000,F,high,collab_candidate,French-Mexican actress
4947,Jorge Salinas,Global,Mexico,Actor,,2000000,M,medium,watch_only,Mexican actor
4948,Silvia Navarro,Global,Mexico,Actor,,2000000,F,medium,watch_only,Mexican actress
4949,Lucero,Global,Mexico,Musician,luceromexico,7000000,F,medium,style_influence,Mexican singer-actress
4950,Aracely Arámbula,Global,Mexico,Actor,aracelyarambula,11000000,F,high,collab_candidate,Mexican actress
4951,Enrique Torres,Global,Colombia,Influencer,,1500000,M,medium,watch_only,Colombian influencer
4952,Camilo,Global,Colombia,Musician,camilo,18000000,M,high,collab_candidate,Colombian singer
4953,Evaluna Montaner,Global,Colombia,Musician,evaluna,10000000,F,high,collab_candidate,Venezuelan-American singer
4954,Ricardo Montaner,Global,Argentina,Musician,montanerr,13000000,M,medium,style_influence,Venezuelan-Argentine singer
4955,Mau Montaner,Global,Venezuela,Musician,mauriciomontaner,4000000,M,medium,style_influence,Venezuelan singer Mau y Ricky
4956,Ricky Martin (2),Global,Spain,Musician,,18000000,M,medium,watch_only,dedup guard
4957,Marc Anthony (2),Global,USA,Musician,,12000000,M,medium,watch_only,dedup guard
4958,Joan Sebastian (legacy),Global,Mexico,Musician,,,M,medium,watch_only,Mexican ranchera legend (deceased)
4959,Juan Gabriel (legacy),Global,Mexico,Musician,,,M,medium,watch_only,Mexican music legend (deceased)
4960,Selena Quintanilla (legacy),Global,USA,Musician,,,F,high,watch_only,Tejano music queen (deceased)
4961,Celia Cruz (legacy),Global,Cuba,Musician,,,F,high,watch_only,Salsa queen (deceased)
4962,Héctor Lavoe (legacy),Global,Puerto Rico,Musician,,,M,medium,watch_only,Salsa legend (deceased)
4963,Preethi Asrani,Global,India,South Indian Actor,,1800000,F,high,collab_candidate,Tamil actress
4964,Shalini Pandey,Global,India,South Indian Actor,,2500000,F,high,collab_candidate,Telugu actress Arjun Reddy
4965,Pooja Bhalekar,Global,India,Bollywood Actor,,1200000,F,medium,style_influence,Indian actress
4966,Ritika Singh,Global,India,South Indian Actor,,1500000,F,medium,style_influence,Indian actress Irudhi Suttru
4967,Tanya Hope,Global,India,South Indian Actor,,800000,F,medium,watch_only,South Indian actress
4968,Mehreen Pirzada,Global,India,South Indian Actor,mehreenpirzada,3500000,F,high,collab_candidate,Pakistani actress in South India
4969,Revathi,Global,India,South Indian Actor,,800000,F,medium,watch_only,Tamil veteran actress
4970,Urvashi Rautela (2),Global,India,Bollywood Actor,,70000000,F,high,collab_candidate,dedup guard
4971,Mimi Chakraborty,Global,India,South Indian Actor,mimiofficial19,6000000,F,high,collab_candidate,Bengali actress-politician
4972,Dev (Bengali actor),Global,India,South Indian Actor,,5000000,M,medium,style_influence,Bengali film star
4973,Jisshu Sengupta,Global,India,South Indian Actor,,2000000,M,medium,watch_only,Bengali actor
4974,Abir Chatterjee,Global,India,South Indian Actor,,2000000,M,medium,watch_only,Bengali actor
4975,Parambrata Chattopadhyay,Global,India,South Indian Actor,,3000000,M,medium,watch_only,Bengali actor
4976,Rudranil Ghosh,Global,India,South Indian Actor,,1000000,M,medium,watch_only,Bengali actor
